"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_2113049"	"0.995"	"0.372262"	"1.12166"	"QPCT"	"glutaminyl-peptide cyclotransferase"
"ILMN_1888690"	"0.995"	"0.372278"	"1.12163"	""	""
"ILMN_1659947"	"0.995"	"0.372282"	"1.12162"	"FGA"	"fibrinogen alpha chain"
"ILMN_3194711"	"0.995"	"0.372307"	"1.12157"	""	""
"ILMN_1857793"	"0.995"	"0.372309"	"1.12157"	""	""
"ILMN_1705627"	"0.995"	"0.372317"	"1.12155"	"USP2"	"ubiquitin specific peptidase 2"
"ILMN_3214117"	"0.995"	"0.372351"	"1.12148"	""	""
"ILMN_3289659"	"0.995"	"0.372389"	"1.1214"	""	""
"ILMN_3236169"	"0.995"	"0.372396"	"1.12139"	"MACC1"	"metastasis associated in colon cancer 1"
"ILMN_1793514"	"0.995"	"0.372415"	"1.12135"	"RPTOR"	"regulatory associated protein of MTOR complex 1"
"ILMN_1723803"	"0.995"	"0.372424"	"1.12133"	"SLC2A9"	"solute carrier family 2 member 9"
"ILMN_1687567"	"0.995"	"0.372427"	"1.12133"	"CUX1"	"cut like homeobox 1"
"ILMN_1815326"	"0.995"	"0.372454"	"1.12127"	"CCDC68"	"coiled-coil domain containing 68"
"ILMN_1745988"	"0.995"	"0.372466"	"1.12125"	"NUDT12"	"nudix hydrolase 12"
"ILMN_1722824"	"0.995"	"0.372474"	"1.12123"	"TEAD4"	"TEA domain transcription factor 4"
"ILMN_1682316"	"0.995"	"0.372512"	"1.12115"	"TRIM33"	"tripartite motif containing 33"
"ILMN_1668312"	"0.995"	"0.372573"	"1.12103"	"SLC2A9"	"solute carrier family 2 member 9"
"ILMN_1662239"	"0.995"	"0.372586"	"1.121"	""	""
"ILMN_1684919"	"0.995"	"0.372611"	"1.12095"	""	""
"ILMN_1791067"	"0.995"	"0.37268"	"1.12081"	"TESK1"	"testis-specific kinase 1"
"ILMN_2128293"	"0.995"	"0.372687"	"1.1208"	"APIP"	"APAF1 interacting protein"
"ILMN_1663438"	"0.995"	"0.372717"	"1.12074"	""	""
"ILMN_1687484"	"0.995"	"0.372734"	"1.1207"	"ZFX"	"zinc finger protein, X-linked"
"ILMN_1777934"	"0.995"	"0.372738"	"1.1207"	"MORN3"	"MORN repeat containing 3"
"ILMN_1785268"	"0.995"	"0.37276"	"1.12065"	"CD58"	"CD58 molecule"
"ILMN_1775073"	"0.995"	"0.372782"	"1.12061"	"ZNF273"	"zinc finger protein 273"
"ILMN_3291986"	"0.995"	"0.372838"	"1.12049"	""	""
"ILMN_1661161"	"0.995"	"0.372873"	"1.12042"	"SIAH1"	"siah E3 ubiquitin protein ligase 1"
"ILMN_1689110"	"0.995"	"0.372878"	"1.12041"	"NOB1"	"NIN1/PSMD8 binding protein 1 homolog"
"ILMN_2058070"	"0.995"	"0.372895"	"1.12038"	"NEDD8"	"neural precursor cell expressed, developmentally down-regulated 8"
"ILMN_3306677"	"0.995"	"0.372912"	"1.12034"	"LINC00663"	"long intergenic non-protein coding RNA 663"
"ILMN_1682449"	"0.995"	"0.372933"	"1.1203"	"ZNF518B"	"zinc finger protein 518B"
"ILMN_1774802"	"0.995"	"0.372938"	"1.12029"	""	""
"ILMN_1711772"	"0.995"	"0.372942"	"1.12028"	""	""
"ILMN_3278851"	"0.995"	"0.372964"	"1.12024"	""	""
"ILMN_1721984"	"0.995"	"0.37297"	"1.12023"	""	""
"ILMN_3285785"	"0.995"	"0.372983"	"1.1202"	""	""
"ILMN_1665332"	"0.995"	"0.372998"	"1.12017"	""	""
"ILMN_3232303"	"0.995"	"0.373015"	"1.12013"	""	""
"ILMN_1770378"	"0.995"	"0.373043"	"1.12008"	"ANAPC10"	"anaphase promoting complex subunit 10"
"ILMN_1706582"	"0.995"	"0.373121"	"1.11992"	"APOL2"	"apolipoprotein L2"
"ILMN_1850093"	"0.995"	"0.373147"	"1.11987"	""	""
"ILMN_3198464"	"0.995"	"0.373176"	"1.11981"	""	""
"ILMN_1705865"	"0.995"	"0.373215"	"1.11973"	"XIRP2"	"xin actin binding repeat containing 2"
"ILMN_1746515"	"0.995"	"0.373221"	"1.11972"	"DNTT"	"DNA nucleotidylexotransferase"
"ILMN_1808299"	"0.995"	"0.373228"	"1.1197"	"IQSEC1"	"IQ motif and Sec7 domain 1"
"ILMN_3200056"	"0.995"	"0.373228"	"1.1197"	""	""
"ILMN_1784532"	"0.995"	"0.37324"	"1.11968"	"COL22A1"	"collagen type XXII alpha 1 chain"
"ILMN_3195213"	"0.995"	"0.373272"	"1.11961"	"CRCP"	"CGRP receptor component"
"ILMN_1702541"	"0.995"	"0.373282"	"1.11959"	"NSRP1"	"nuclear speckle splicing regulatory protein 1"
"ILMN_2205999"	"0.995"	"0.373304"	"1.11955"	"OSMR"	"oncostatin M receptor"
"ILMN_1729090"	"0.995"	"0.373308"	"1.11954"	""	""
"ILMN_3263072"	"0.995"	"0.373426"	"1.1193"	""	""
"ILMN_1666757"	"0.995"	"0.373429"	"1.1193"	"SDHAP1"	"succinate dehydrogenase complex flavoprotein subunit A pseudogene 1"
"ILMN_2402805"	"0.995"	"0.373435"	"1.11928"	"TRPC4AP"	"transient receptor potential cation channel subfamily C member 4 associated protein"
"ILMN_1810881"	"0.995"	"0.373462"	"1.11923"	"ASB16"	"ankyrin repeat and SOCS box containing 16"
"ILMN_3250268"	"0.995"	"0.373465"	"1.11922"	"CRNDE"	"colorectal neoplasia differentially expressed (non-protein coding)"
"ILMN_1668469"	"0.995"	"0.373477"	"1.1192"	"KIAA0922"	"KIAA0922"
"ILMN_3301971"	"0.995"	"0.373503"	"1.11915"	""	""
"ILMN_1721333"	"0.995"	"0.373549"	"1.11905"	"AURKC"	"aurora kinase C"
"ILMN_1673491"	"0.995"	"0.373601"	"1.11895"	"LRAT"	"lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)"
"ILMN_1712505"	"0.995"	"0.373603"	"1.11894"	"KDELC1"	"KDEL motif containing 1"
"ILMN_1780786"	"0.995"	"0.37365"	"1.11885"	"ASAH2"	"N-acylsphingosine amidohydrolase 2"
"ILMN_1809818"	"0.995"	"0.373673"	"1.1188"	"PRCC"	"papillary renal cell carcinoma (translocation-associated)"
"ILMN_1772731"	"0.995"	"0.373673"	"1.1188"	"HAGH"	"hydroxyacylglutathione hydrolase"
"ILMN_1658495"	"0.995"	"0.373746"	"1.11865"	""	""
"ILMN_3178849"	"0.995"	"0.373771"	"1.1186"	"CCDC175"	"coiled-coil domain containing 175"
"ILMN_3306294"	"0.995"	"0.373807"	"1.11853"	""	""
"ILMN_1794967"	"0.995"	"0.373833"	"1.11848"	"EIF4ENIF1"	"eukaryotic translation initiation factor 4E nuclear import factor 1"
"ILMN_2366795"	"0.995"	"0.373876"	"1.11839"	"KIF27"	"kinesin family member 27"
"ILMN_1677747"	"0.995"	"0.373884"	"1.11838"	"TMPO"	"thymopoietin"
"ILMN_1787345"	"0.995"	"0.373885"	"1.11837"	"FKBP11"	"FK506 binding protein 11"
"ILMN_1702609"	"0.995"	"0.37389"	"1.11836"	"B3GNT5"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"ILMN_2351309"	"0.995"	"0.373931"	"1.11828"	"TIAL1"	"TIA1 cytotoxic granule-associated RNA binding protein-like 1"
"ILMN_1737242"	"0.995"	"0.373968"	"1.1182"	"C8G"	"complement component 8, gamma polypeptide"
"ILMN_1689315"	"0.995"	"0.37397"	"1.1182"	""	""
"ILMN_1655151"	"0.995"	"0.373981"	"1.11818"	""	""
"ILMN_1803528"	"0.995"	"0.373991"	"1.11816"	"LRRC31"	"leucine rich repeat containing 31"
"ILMN_3206242"	"0.995"	"0.373991"	"1.11816"	""	""
"ILMN_1740508"	"0.995"	"0.373993"	"1.11815"	"KCNMA1"	"potassium calcium-activated channel subfamily M alpha 1"
"ILMN_1913232"	"0.995"	"0.373997"	"1.11815"	"ZNF180"	"zinc finger protein 180"
"ILMN_1787481"	"0.995"	"0.374077"	"1.11799"	"TRIM49B"	"tripartite motif containing 49B"
"ILMN_1740418"	"0.995"	"0.374149"	"1.11784"	"CYP27B1"	"cytochrome P450 family 27 subfamily B member 1"
"ILMN_1660275"	"0.995"	"0.374215"	"1.11771"	"LDAH"	"lipid droplet associated hydrolase"
"ILMN_1697138"	"0.995"	"0.374291"	"1.11755"	""	""
"ILMN_1775975"	"0.995"	"0.374299"	"1.11754"	""	""
"ILMN_1677851"	"0.995"	"0.374322"	"1.11749"	"RARRES1"	"retinoic acid receptor responder 1"
"ILMN_1674925"	"0.995"	"0.374335"	"1.11746"	""	""
"ILMN_3297996"	"0.995"	"0.374367"	"1.1174"	""	""
"ILMN_1772906"	"0.995"	"0.374386"	"1.11736"	""	""
"ILMN_1694174"	"0.995"	"0.374406"	"1.11732"	"TRIM68"	"tripartite motif containing 68"
"ILMN_2157219"	"0.995"	"0.374422"	"1.11729"	"AASS"	"aminoadipate-semialdehyde synthase"
"ILMN_2091707"	"0.995"	"0.374496"	"1.11714"	"HYKK"	"hydroxylysine kinase"
"ILMN_3184109"	"0.995"	"0.374517"	"1.1171"	""	""
"ILMN_2382505"	"0.995"	"0.374536"	"1.11706"	"SLC22A18"	"solute carrier family 22 member 18"
"ILMN_1792423"	"0.995"	"0.374541"	"1.11705"	""	""
"ILMN_1679471"	"0.995"	"0.374562"	"1.117"	""	""
"ILMN_1728660"	"0.995"	"0.374588"	"1.11695"	"PMPCB"	"peptidase, mitochondrial processing beta subunit"
"ILMN_2393296"	"0.995"	"0.374604"	"1.11692"	"GK"	"glycerol kinase"
"ILMN_1729767"	"0.995"	"0.374622"	"1.11688"	"TARBP2"	"TARBP2, RISC loading complex RNA binding subunit"
"ILMN_1797301"	"0.995"	"0.374649"	"1.11683"	"FAM212B"	"family with sequence similarity 212 member B"
"ILMN_1784634"	"0.995"	"0.374691"	"1.11675"	""	""
"ILMN_2122511"	"0.995"	"0.374699"	"1.11673"	"CCBE1"	"collagen and calcium binding EGF domains 1"
"ILMN_1703720"	"0.995"	"0.374706"	"1.11671"	"SF3B6"	"splicing factor 3b subunit 6"
"ILMN_1713726"	"0.995"	"0.374714"	"1.1167"	"NFYA"	"nuclear transcription factor Y subunit alpha"
"ILMN_1729203"	"0.995"	"0.374725"	"1.11668"	"PDILT"	"protein disulfide isomerase like, testis expressed"
"ILMN_2217270"	"0.995"	"0.374807"	"1.11651"	"PLA2G4D"	"phospholipase A2 group IVD"
"ILMN_3237461"	"0.995"	"0.374816"	"1.11649"	""	""
"ILMN_1879879"	"0.995"	"0.374861"	"1.1164"	""	""
"ILMN_1672795"	"0.995"	"0.374892"	"1.11634"	"SH2D5"	"SH2 domain containing 5"
"ILMN_2117171"	"0.995"	"0.37492"	"1.11628"	"LMO4"	"LIM domain only 4"
"ILMN_1856634"	"0.995"	"0.374924"	"1.11627"	"NFIA"	"nuclear factor I A"
"ILMN_3269131"	"0.995"	"0.374935"	"1.11625"	""	""
"ILMN_3239735"	"0.995"	"0.374991"	"1.11614"	"WASH7P"	"WAS protein family homolog 7 pseudogene"
"ILMN_1890598"	"0.995"	"0.37503"	"1.11606"	"MIMT1"	"MER1 repeat containing imprinted transcript 1 (non-protein coding)"
"ILMN_1686401"	"0.995"	"0.375036"	"1.11605"	""	""
"ILMN_3241322"	"0.995"	"0.375036"	"1.11605"	""	""
"ILMN_1815859"	"0.995"	"0.375095"	"1.11593"	"ERCC2"	"ERCC excision repair 2, TFIIH core complex helicase subunit"
"ILMN_1699978"	"0.995"	"0.375134"	"1.11585"	"TMEM255A"	"transmembrane protein 255A"
"ILMN_2377733"	"0.995"	"0.375137"	"1.11584"	"CASP8"	"caspase 8"
"ILMN_3310166"	"0.995"	"0.375143"	"1.11583"	"MIR99B"	"microRNA 99b"
"ILMN_2054392"	"0.995"	"0.375172"	"1.11577"	"PPIL1"	"peptidylprolyl isomerase like 1"
"ILMN_1797379"	"0.995"	"0.375193"	"1.11573"	"RBM43"	"RNA binding motif protein 43"
"ILMN_1798636"	"0.995"	"0.375209"	"1.1157"	"RPL32"	"ribosomal protein L32"
"ILMN_1747709"	"0.995"	"0.375212"	"1.11569"	""	""
"ILMN_1670302"	"0.995"	"0.375229"	"1.11566"	"HK3"	"hexokinase 3"
"ILMN_1703471"	"0.995"	"0.375232"	"1.11565"	"ATF6"	"activating transcription factor 6"
"ILMN_1670111"	"0.995"	"0.375238"	"1.11564"	"CDKN2B"	"cyclin dependent kinase inhibitor 2B"
"ILMN_1701347"	"0.995"	"0.375262"	"1.11559"	""	""
"ILMN_2188862"	"0.995"	"0.375271"	"1.11557"	"GDF15"	"growth differentiation factor 15"
"ILMN_2400663"	"0.995"	"0.375273"	"1.11557"	"AKAP9"	"A-kinase anchoring protein 9"
"ILMN_1790317"	"0.995"	"0.375278"	"1.11556"	"RAB26"	"RAB26, member RAS oncogene family"
"ILMN_1739496"	"0.995"	"0.375279"	"1.11556"	"PRRX1"	"paired related homeobox 1"
"ILMN_1778660"	"0.995"	"0.37528"	"1.11556"	"GPR34"	"G protein-coupled receptor 34"
"ILMN_1805221"	"0.995"	"0.375328"	"1.11546"	"GOLGA7"	"golgin A7"
"ILMN_1696827"	"0.995"	"0.375332"	"1.11545"	"PARS2"	"prolyl-tRNA synthetase 2, mitochondrial (putative)"
"ILMN_3243296"	"0.995"	"0.375338"	"1.11544"	""	""
"ILMN_1815938"	"0.995"	"0.375429"	"1.11526"	"TRPM3"	"transient receptor potential cation channel subfamily M member 3"
"ILMN_3293457"	"0.995"	"0.375457"	"1.1152"	""	""
"ILMN_1799028"	"0.995"	"0.375459"	"1.1152"	"TSPAN5"	"tetraspanin 5"
"ILMN_2118910"	"0.995"	"0.37549"	"1.11513"	"TPRKB"	"TP53RK binding protein"
"ILMN_3277321"	"0.995"	"0.375494"	"1.11513"	""	""
"ILMN_1666634"	"0.995"	"0.375506"	"1.1151"	"FAF1"	"Fas associated factor 1"
"ILMN_1778964"	"0.995"	"0.375523"	"1.11507"	"CLIC5"	"chloride intracellular channel 5"
"ILMN_3246732"	"0.995"	"0.375566"	"1.11498"	"KNOP1"	"lysine rich nucleolar protein 1"
"ILMN_2366212"	"0.995"	"0.375578"	"1.11496"	"CD79B"	"CD79b molecule"
"ILMN_1789575"	"0.995"	"0.37562"	"1.11487"	"GJB3"	"gap junction protein beta 3"
"ILMN_1671046"	"0.995"	"0.375634"	"1.11484"	"HSPB2"	"heat shock protein family B (small) member 2"
"ILMN_1698941"	"0.995"	"0.375644"	"1.11482"	""	""
"ILMN_3266802"	"0.995"	"0.375717"	"1.11468"	""	""
"ILMN_2069267"	"0.995"	"0.375725"	"1.11466"	"BAGE3"	"B melanoma antigen family member 3"
"ILMN_1676239"	"0.995"	"0.375774"	"1.11456"	""	""
"ILMN_1876039"	"0.995"	"0.375809"	"1.11449"	"LOC102723883"	"uncharacterized LOC102723883"
"ILMN_2396551"	"0.995"	"0.375813"	"1.11448"	""	""
"ILMN_1672066"	"0.995"	"0.375817"	"1.11447"	""	""
"ILMN_3250321"	"0.995"	"0.375817"	"1.11447"	"PTP4A3"	"protein tyrosine phosphatase type IVA, member 3"
"ILMN_3225908"	"0.995"	"0.37582"	"1.11447"	""	""
"ILMN_1713542"	"0.995"	"0.375824"	"1.11446"	"TRIM14"	"tripartite motif containing 14"
"ILMN_1810834"	"0.995"	"0.375825"	"1.11446"	"MSH5"	"mutS homolog 5"
"ILMN_1685202"	"0.995"	"0.375832"	"1.11444"	"KRBA2"	"KRAB-A domain containing 2"
"ILMN_1858624"	"0.995"	"0.375868"	"1.11437"	""	""
"ILMN_1680626"	"0.995"	"0.375917"	"1.11427"	"PDIA6"	"protein disulfide isomerase family A member 6"
"ILMN_1775677"	"0.995"	"0.375923"	"1.11426"	"TYSND1"	"trypsin domain containing 1"
"ILMN_1777074"	"0.995"	"0.375949"	"1.11421"	"DNAH9"	"dynein axonemal heavy chain 9"
"ILMN_1767084"	"0.995"	"0.375989"	"1.11413"	""	""
"ILMN_1790987"	"0.995"	"0.375995"	"1.11412"	"HUWE1"	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"
"ILMN_3225358"	"0.995"	"0.376008"	"1.11409"	""	""
"ILMN_1808649"	"0.995"	"0.376039"	"1.11403"	""	""
"ILMN_2284113"	"0.995"	"0.376052"	"1.114"	"FAM212B"	"family with sequence similarity 212 member B"
"ILMN_1902353"	"0.995"	"0.376058"	"1.11399"	""	""
"ILMN_1811437"	"0.995"	"0.376069"	"1.11397"	"MYRF"	"myelin regulatory factor"
"ILMN_1691506"	"0.995"	"0.376082"	"1.11394"	""	""
"ILMN_1813314"	"0.995"	"0.376217"	"1.11367"	"HIST1H2BK"	"histone cluster 1, H2bk"
"ILMN_2206272"	"0.995"	"0.37623"	"1.11364"	"D2HGDH"	"D-2-hydroxyglutarate dehydrogenase"
"ILMN_3246274"	"0.995"	"0.376234"	"1.11363"	"RRN3P2"	"RRN3 homolog, RNA polymerase I transcription factor pseudogene 2"
"ILMN_1779751"	"0.995"	"0.376252"	"1.1136"	"FMC1"	"formation of mitochondrial complex V assembly factor 1 homolog"
"ILMN_1831826"	"0.995"	"0.376259"	"1.11359"	""	""
"ILMN_3309224"	"0.995"	"0.37626"	"1.11358"	"MIR23A"	"microRNA 23a"
"ILMN_3201517"	"0.995"	"0.376273"	"1.11356"	""	""
"ILMN_2221046"	"0.995"	"0.376293"	"1.11352"	"GM2A"	"GM2 ganglioside activator"
"ILMN_1728338"	"0.995"	"0.3763"	"1.1135"	""	""
"ILMN_2337618"	"0.995"	"0.376308"	"1.11349"	"GPRASP2"	"G protein-coupled receptor associated sorting protein 2"
"ILMN_1800261"	"0.995"	"0.376313"	"1.11348"	"TUBA1B"	"tubulin alpha 1b"
"ILMN_1694371"	"0.995"	"0.37635"	"1.1134"	""	""
"ILMN_3246634"	"0.995"	"0.376365"	"1.11337"	""	""
"ILMN_1679021"	"0.995"	"0.376372"	"1.11336"	"PCBP4"	"poly(rC) binding protein 4"
"ILMN_2315569"	"0.995"	"0.376373"	"1.11335"	"N6AMT1"	"N-6 adenine-specific DNA methyltransferase 1 (putative)"
"ILMN_1714087"	"0.995"	"0.376384"	"1.11333"	"DGKH"	"diacylglycerol kinase eta"
"ILMN_1691425"	"0.995"	"0.376387"	"1.11333"	"LDOC1L"	"leucine zipper down-regulated in cancer 1 like"
"ILMN_2331231"	"0.995"	"0.376398"	"1.1133"	""	""
"ILMN_1905546"	"0.995"	"0.376403"	"1.11329"	"LINC00403"	"long intergenic non-protein coding RNA 403"
"ILMN_1708451"	"0.995"	"0.376444"	"1.11321"	"PIGP"	"phosphatidylinositol glycan anchor biosynthesis class P"
"ILMN_3269460"	"0.995"	"0.376479"	"1.11314"	""	""
"ILMN_1660027"	"0.995"	"0.376492"	"1.11312"	"FCGR2B"	"Fc fragment of IgG receptor IIb"
"ILMN_1767441"	"0.995"	"0.3765"	"1.1131"	"FBXL14"	"F-box and leucine rich repeat protein 14"
"ILMN_2382998"	"0.995"	"0.376509"	"1.11308"	""	""
"ILMN_1679587"	"0.995"	"0.376542"	"1.11301"	""	""
"ILMN_2323508"	"0.995"	"0.376559"	"1.11298"	""	""
"ILMN_2363805"	"0.995"	"0.376592"	"1.11292"	"YAF2"	"YY1 associated factor 2"
"ILMN_1657139"	"0.995"	"0.376599"	"1.1129"	"ADAT1"	"adenosine deaminase, tRNA specific 1"
"ILMN_1691428"	"0.995"	"0.376614"	"1.11287"	""	""
"ILMN_1751407"	"0.995"	"0.376731"	"1.11264"	"NEDD4"	"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
"ILMN_1807554"	"0.995"	"0.376732"	"1.11263"	"EYA1"	"EYA transcriptional coactivator and phosphatase 1"
"ILMN_1800420"	"0.995"	"0.376744"	"1.11261"	"RNF214"	"ring finger protein 214"
"ILMN_1905436"	"0.995"	"0.376764"	"1.11257"	""	""
"ILMN_1754233"	"0.995"	"0.376769"	"1.11256"	"ITGB1"	"integrin subunit beta 1"
"ILMN_1858791"	"0.995"	"0.376803"	"1.11249"	""	""
"ILMN_1703844"	"0.995"	"0.376809"	"1.11248"	"DYNC1LI1"	"dynein cytoplasmic 1 light intermediate chain 1"
"ILMN_1748291"	"0.995"	"0.376838"	"1.11242"	"SDE2"	"SDE2 telomere maintenance homolog"
"ILMN_2327186"	"0.995"	"0.376858"	"1.11238"	""	""
"ILMN_3302476"	"0.995"	"0.376858"	"1.11238"	"ZNF735"	"zinc finger protein 735"
"ILMN_1664488"	"0.995"	"0.376862"	"1.11237"	""	""
"ILMN_1707720"	"0.995"	"0.376875"	"1.11235"	"SLC1A5"	"solute carrier family 1 member 5"
"ILMN_1735260"	"0.995"	"0.376909"	"1.11228"	"MASP2"	"mannan binding lectin serine peptidase 2"
"ILMN_1812384"	"0.995"	"0.376947"	"1.1122"	"NR3C1"	"nuclear receptor subfamily 3 group C member 1"
"ILMN_1660360"	"0.995"	"0.376959"	"1.11218"	"NPY2R"	"neuropeptide Y receptor Y2"
"ILMN_1715458"	"0.995"	"0.376967"	"1.11216"	"PCDH10"	"protocadherin 10"
"ILMN_1778587"	"0.995"	"0.376997"	"1.1121"	""	""
"ILMN_1880446"	"0.995"	"0.377"	"1.11209"	""	""
"ILMN_2281225"	"0.995"	"0.377033"	"1.11203"	"PALM2-AKAP2"	"PALM2-AKAP2 readthrough"
"ILMN_1760245"	"0.995"	"0.377045"	"1.11201"	"TMEM42"	"transmembrane protein 42"
"ILMN_1738854"	"0.995"	"0.37706"	"1.11198"	"CACHD1"	"cache domain containing 1"
"ILMN_2295518"	"0.995"	"0.377068"	"1.11196"	"TRO"	"trophinin"
"ILMN_2332553"	"0.995"	"0.377076"	"1.11194"	"MSRB3"	"methionine sulfoxide reductase B3"
"ILMN_1714228"	"0.995"	"0.37711"	"1.11187"	"SPTBN1"	"spectrin beta, non-erythrocytic 1"
"ILMN_1673503"	"0.995"	"0.377119"	"1.11186"	"CACNB4"	"calcium voltage-gated channel auxiliary subunit beta 4"
"ILMN_1701244"	"0.995"	"0.377152"	"1.11179"	"ITFG2"	"integrin alpha FG-GAP repeat containing 2"
"ILMN_1722390"	"0.995"	"0.377227"	"1.11164"	"CHRAC1"	"chromatin accessibility complex 1"
"ILMN_3217149"	"0.995"	"0.377252"	"1.11159"	""	""
"ILMN_1864512"	"0.995"	"0.377264"	"1.11157"	"KIRREL3-AS2"	"KIRREL3 antisense RNA 2"
"ILMN_1796471"	"0.995"	"0.3773"	"1.11149"	"GDF5"	"growth differentiation factor 5"
"ILMN_1721749"	"0.995"	"0.377315"	"1.11146"	"SNORD18C"	"small nucleolar RNA, C/D box 18C"
"ILMN_1658902"	"0.995"	"0.377363"	"1.11137"	"DEAF1"	"DEAF1, transcription factor"
"ILMN_2292686"	"0.995"	"0.377369"	"1.11135"	"SLC26A6"	"solute carrier family 26 member 6"
"ILMN_1723494"	"0.995"	"0.377407"	"1.11128"	"SIRT2"	"sirtuin 2"
"ILMN_2230577"	"0.995"	"0.377414"	"1.11126"	"RABGEF1"	"RAB guanine nucleotide exchange factor 1"
"ILMN_3235699"	"0.995"	"0.377418"	"1.11126"	""	""
"ILMN_1745737"	"0.995"	"0.377418"	"1.11126"	"DIS3L2"	"DIS3 like 3'-5' exoribonuclease 2"
"ILMN_1825360"	"0.995"	"0.377452"	"1.11119"	""	""
"ILMN_2054297"	"0.995"	"0.377484"	"1.11112"	"PTGS2"	"prostaglandin-endoperoxide synthase 2"
"ILMN_1750893"	"0.995"	"0.377545"	"1.111"	""	""
"ILMN_2273595"	"0.995"	"0.377565"	"1.11096"	"TEX11"	"testis expressed 11"
"ILMN_1906437"	"0.995"	"0.377571"	"1.11095"	"LOC100240735"	"uncharacterized LOC100240735"
"ILMN_1685339"	"0.995"	"0.377589"	"1.11091"	"TPM1"	"tropomyosin 1 (alpha)"
"ILMN_1801109"	"0.995"	"0.377614"	"1.11086"	"NAA16"	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
"ILMN_1815679"	"0.995"	"0.377625"	"1.11084"	"COL6A6"	"collagen type VI alpha 6 chain"
"ILMN_3309031"	"0.995"	"0.377628"	"1.11084"	"MIR27A"	"microRNA 27a"
"ILMN_1895801"	"0.995"	"0.377644"	"1.1108"	""	""
"ILMN_1729439"	"0.995"	"0.377649"	"1.11079"	"CYP4F2"	"cytochrome P450 family 4 subfamily F member 2"
"ILMN_1666885"	"0.995"	"0.377649"	"1.11079"	"ATRX"	"ATRX, chromatin remodeler"
"ILMN_2253720"	"0.995"	"0.377677"	"1.11074"	""	""
"ILMN_1669443"	"0.995"	"0.377679"	"1.11073"	""	""
"ILMN_1752532"	"0.995"	"0.377722"	"1.11065"	""	""
"ILMN_1721651"	"0.995"	"0.377768"	"1.11056"	""	""
"ILMN_1724832"	"0.995"	"0.377775"	"1.11054"	"OVOL2"	"ovo like zinc finger 2"
"ILMN_3265356"	"0.995"	"0.377873"	"1.11034"	""	""
"ILMN_1738268"	"0.995"	"0.377873"	"1.11034"	"IP6K3"	"inositol hexakisphosphate kinase 3"
"ILMN_1704497"	"0.995"	"0.377874"	"1.11034"	"KRT25"	"keratin 25"
"ILMN_1656335"	"0.995"	"0.377888"	"1.11031"	"RIT1"	"Ras like without CAAX 1"
"ILMN_2042595"	"0.995"	"0.377889"	"1.11031"	"PCM1"	"pericentriolar material 1"
"ILMN_1708936"	"0.995"	"0.377909"	"1.11027"	"EXOSC3"	"exosome component 3"
"ILMN_1743663"	"0.995"	"0.377962"	"1.11016"	"POMT1"	"protein O-mannosyltransferase 1"
"ILMN_1694662"	"0.995"	"0.377984"	"1.11012"	""	""
"ILMN_1704029"	"0.995"	"0.377984"	"1.11012"	""	""
"ILMN_1711078"	"0.995"	"0.377993"	"1.1101"	"CDK11A"	"cyclin dependent kinase 11A"
"ILMN_3299134"	"0.995"	"0.37801"	"1.11007"	""	""
"ILMN_1735195"	"0.995"	"0.378056"	"1.10998"	"PRAMEF10"	"PRAME family member 10"
"ILMN_1674543"	"0.995"	"0.378057"	"1.10997"	"OR2M3"	"olfactory receptor family 2 subfamily M member 3"
"ILMN_1660644"	"0.995"	"0.378064"	"1.10996"	""	""
"ILMN_2086952"	"0.995"	"0.378083"	"1.10992"	"TOP1P1"	"topoisomerase (DNA) I pseudogene 1"
"ILMN_2144116"	"0.995"	"0.378087"	"1.10991"	"CPSF2"	"cleavage and polyadenylation specific factor 2"
"ILMN_2161194"	"0.995"	"0.378104"	"1.10988"	"TBX22"	"T-box 22"
"ILMN_1714522"	"0.995"	"0.378114"	"1.10986"	"CLMN"	"calmin"
"ILMN_1731589"	"0.995"	"0.378131"	"1.10983"	"PTPRJ"	"protein tyrosine phosphatase, receptor type J"
"ILMN_1673175"	"0.995"	"0.378138"	"1.10981"	"TNFSF11"	"tumor necrosis factor superfamily member 11"
"ILMN_1900929"	"0.995"	"0.378213"	"1.10966"	""	""
"ILMN_2401987"	"0.995"	"0.378334"	"1.10942"	"DLEC1"	"deleted in lung and esophageal cancer 1"
"ILMN_1672662"	"0.995"	"0.378344"	"1.1094"	"SLC20A1"	"solute carrier family 20 member 1"
"ILMN_1859672"	"0.995"	"0.378404"	"1.10928"	""	""
"ILMN_3207086"	"0.995"	"0.378448"	"1.10919"	""	""
"ILMN_1801943"	"0.995"	"0.378467"	"1.10915"	"NAV2"	"neuron navigator 2"
"ILMN_3308642"	"0.995"	"0.378506"	"1.10908"	"MIR597"	"microRNA 597"
"ILMN_1769636"	"0.995"	"0.378523"	"1.10904"	""	""
"ILMN_1787794"	"0.995"	"0.378535"	"1.10902"	"BMF"	"Bcl2 modifying factor"
