"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"7959080"	"0.78696"	"2.97e-01"	"1.3571"	"SUDS3"	"SDS3 homolog, SIN3A corepressor complex component"
"8010212"	"0.78696"	"2.97e-01"	"1.357"	"TMC8"	"transmembrane channel like 8"
"8104070"	"0.78696"	"2.97e-01"	"1.3568"	""	""
"7948148"	"0.78696"	"2.97e-01"	"1.3568"	"OR5M10"	"olfactory receptor family 5 subfamily M member 10"
"7923183"	"0.78696"	"2.97e-01"	"1.3568"	"ZNF281"	"zinc finger protein 281"
"7994353"	"0.78696"	"2.97e-01"	"1.3568"	"APOBR"	"apolipoprotein B receptor"
"7927827"	"0.78696"	"2.97e-01"	"1.3568"	"MYPN"	"myopalladin"
"8174568"	"0.78696"	"2.97e-01"	"1.3567"	"LHFPL1"	"lipoma HMGIC fusion partner-like 1"
"7894864"	"0.78696"	"2.97e-01"	"1.3567"	""	""
"8001133"	"0.78696"	"2.97e-01"	"1.3566"	"SHCBP1"	"SHC binding and spindle associated 1"
"8033667"	"0.78696"	"2.97e-01"	"1.3565"	"ZNF558"	"zinc finger protein 558"
"8046086"	"0.78696"	"2.97e-01"	"1.3565"	"CERS6"	"ceramide synthase 6"
"8097256"	"0.78696"	"2.97e-01"	"1.3564"	"FGF2"	"fibroblast growth factor 2"
"8119993"	"0.78696"	"2.97e-01"	"1.3564"	"HSP90AB1"	"heat shock protein 90 alpha family class B member 1"
"8133854"	"0.78696"	"2.97e-01"	"1.3564"	""	""
"8097773"	"0.78696"	"2.97e-01"	"1.3563"	"MAB21L2"	"mab-21 like 2"
"7936100"	"0.78696"	"2.97e-01"	"1.3563"	"CALHM2"	"calcium homeostasis modulator 2"
"7977299"	"0.78696"	"2.98e-01"	"1.3561"	"CEP170B"	"centrosomal protein 170B"
"7953670"	"0.78696"	"2.98e-01"	"1.356"	"NANOGNB"	"NANOG neighbor homeobox"
"7894481"	"0.78696"	"2.98e-01"	"1.3559"	""	""
"7923347"	"0.78696"	"2.98e-01"	"1.3558"	"LAD1"	"ladinin 1"
"7894518"	"0.78696"	"2.98e-01"	"1.3558"	""	""
"7894926"	"0.78696"	"2.98e-01"	"1.3558"	""	""
"8089261"	"0.78696"	"2.98e-01"	"1.3558"	"CBLB"	"Cbl proto-oncogene B"
"7893565"	"0.78696"	"2.98e-01"	"1.3557"	""	""
"8054135"	"0.78696"	"2.98e-01"	"1.3556"	"MGAT4A"	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"
"7892896"	"0.78696"	"2.98e-01"	"1.3556"	""	""
"7975562"	"0.78696"	"2.98e-01"	"1.3555"	"PAPLN///NDRG2"	"papilin, proteoglycan like sulfated glycoprotein///NDRG family member 2"
"8103466"	"0.78696"	"2.98e-01"	"1.3554"	"FSTL5"	"follistatin like 5"
"8093053"	"0.78696"	"2.98e-01"	"1.3554"	"TFRC"	"transferrin receptor"
"8036418"	"0.78696"	"2.98e-01"	"1.3553"	""	""
"8076449"	"0.78696"	"2.98e-01"	"1.3552"	"RRP7BP"	"ribosomal RNA processing 7 homolog B, pseudogene"
"7965812"	"0.78696"	"2.98e-01"	"1.3552"	"GNPTAB"	"N-acetylglucosamine-1-phosphate transferase alpha and beta subunits"
"7969114"	"0.78696"	"2.98e-01"	"1.3551"	"SETDB2"	"SET domain bifurcated 2"
"8135410"	"0.78696"	"2.98e-01"	"1.355"	"DUS4L"	"dihydrouridine synthase 4 like"
"7945678"	"0.78696"	"2.98e-01"	"1.3547"	""	""
"8009457"	"0.78696"	"2.98e-01"	"1.3547"	"PRKAR1A"	"protein kinase cAMP-dependent type I regulatory subunit alpha"
"7976808"	"0.78696"	"2.98e-01"	"1.3547"	"LOC100288160"	"esophagus cancer-related gene-2 interaction susceptibility protein"
"7895456"	"0.78696"	"2.98e-01"	"1.3547"	""	""
"8170290"	"0.78696"	"2.98e-01"	"1.3547"	""	""
"8107198"	"0.78696"	"2.98e-01"	"1.3546"	""	""
"7896195"	"0.78696"	"2.98e-01"	"1.3545"	""	""
"7985257"	"0.78696"	"2.98e-01"	"1.3545"	""	""
"7894701"	"0.78696"	"2.98e-01"	"1.3545"	""	""
"8167763"	"0.78696"	"2.98e-01"	"1.3544"	"TSPYL2"	"TSPY like 2"
"8142685"	"0.78696"	"2.98e-01"	"1.3543"	"TMEM229A"	"transmembrane protein 229A"
"8034408"	"0.78696"	"2.98e-01"	"1.3543"	"ZNF564///ZNF490"	"zinc finger protein 564///zinc finger protein 490"
"8147883"	"0.78702"	"2.98e-01"	"1.3541"	"ENY2"	"ENY2, transcription and export complex 2 subunit"
"8016283"	"0.78702"	"2.98e-01"	"1.354"	""	""
"7979455"	"0.78702"	"2.98e-01"	"1.354"	"RTN1"	"reticulon 1"
"8050031"	"0.78712"	"2.98e-01"	"1.3539"	"MYT1L"	"myelin transcription factor 1 like"
"7893201"	"0.78715"	"2.98e-01"	"1.3538"	""	""
"8068413"	"0.78715"	"2.98e-01"	"1.3534"	"CBR3"	"carbonyl reductase 3"
"8161863"	"0.78715"	"2.99e-01"	"1.3533"	""	""
"7997801"	"0.78715"	"2.99e-01"	"1.3533"	"IL17C"	"interleukin 17C"
"7914075"	"0.78715"	"2.99e-01"	"1.3533"	"FCN3"	"ficolin 3"
"8000425"	"0.78715"	"2.99e-01"	"1.3532"	"GTF3C1"	"general transcription factor IIIC subunit 1"
"7965384"	"0.78715"	"2.99e-01"	"1.3532"	"CCER1"	"coiled-coil glutamate rich protein 1"
"7958577"	"0.78715"	"2.99e-01"	"1.3532"	"FAM222A"	"family with sequence similarity 222 member A"
"8079746"	"0.78715"	"2.99e-01"	"1.3531"	"TCTA"	"T-cell leukemia translocation altered"
"7910591"	"0.78715"	"2.99e-01"	"1.3529"	"NTPCR"	"nucleoside-triphosphatase, cancer-related"
"8133209"	"0.78715"	"2.99e-01"	"1.3529"	"SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1"	"speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1"
"8013042"	"0.78715"	"2.99e-01"	"1.3528"	"KRT17"	"keratin 17"
"8148317"	"0.78715"	"2.99e-01"	"1.3527"	"MYC"	"v-myc avian myelocytomatosis viral oncogene homolog"
"8053022"	"0.78715"	"2.99e-01"	"1.3527"	"EGR4"	"early growth response 4"
"8127903"	"0.78715"	"2.99e-01"	"1.3527"	"CEP162"	"centrosomal protein 162"
"8139832"	"0.78715"	"2.99e-01"	"1.3526"	"ZNF117"	"zinc finger protein 117"
"8101203"	"0.78715"	"2.99e-01"	"1.3526"	""	""
"8156476"	"0.78715"	"2.99e-01"	"1.3525"	"PHF2"	"PHD finger protein 2"
"8146896"	"0.78715"	"2.99e-01"	"1.3524"	""	""
"7895168"	"0.78715"	"2.99e-01"	"1.3524"	""	""
"8043320"	"0.78715"	"2.99e-01"	"1.3524"	"LOC400965"	"uncharacterized LOC400965"
"8072274"	"0.78715"	"2.99e-01"	"1.3523"	"UQCR10"	"ubiquinol-cytochrome c reductase, complex III subunit X"
"8060334"	"0.78715"	"2.99e-01"	"1.3522"	"SOX12"	"SRY-box 12"
"7894005"	"0.78715"	"2.99e-01"	"1.3521"	""	""
"7930919"	"0.78715"	"2.99e-01"	"1.352"	""	""
"8114425"	"0.78715"	"2.99e-01"	"1.352"	"CDC25C"	"cell division cycle 25C"
"8076223"	"0.78715"	"2.99e-01"	"1.352"	"SNORD43"	"small nucleolar RNA, C/D box 43"
"7927215"	"0.78715"	"2.99e-01"	"1.3519"	"ALOX5"	"arachidonate 5-lipoxygenase"
"7963212"	"0.78715"	"2.99e-01"	"1.3519"	"SLC11A2"	"solute carrier family 11 member 2"
"8046746"	"0.78739"	"2.99e-01"	"1.3515"	"PPP1R1C"	"protein phosphatase 1 regulatory inhibitor subunit 1C"
"8024511"	"0.78753"	"2.99e-01"	"1.3513"	"ZNF554"	"zinc finger protein 554"
"8127690"	"0.78754"	"2.99e-01"	"1.3512"	""	""
"8056359"	"0.78754"	"2.99e-01"	"1.3512"	"SNORA70F"	"small nucleolar RNA, H/ACA box 70F"
"8065868"	"0.78754"	"2.99e-01"	"1.3511"	"EIF6"	"eukaryotic translation initiation factor 6"
"8141361"	"0.78754"	"2.99e-01"	"1.3511"	"OR2AE1"	"olfactory receptor family 2 subfamily AE member 1"
"8079415"	"0.78758"	"2.99e-01"	"1.3509"	"RTP3"	"receptor transporter protein 3"
"7993223"	"0.78758"	"2.99e-01"	"1.3509"	"CLEC16A"	"C-type lectin domain family 16 member A"
"8070720"	"0.7876"	"2.99e-01"	"1.3507"	"ICOSLG"	"inducible T-cell costimulator ligand"
"8004404"	"0.7876"	"2.99e-01"	"1.3507"	"TMEM102"	"transmembrane protein 102"
"8136039"	"0.78771"	"3.00e-01"	"1.3505"	"ATP6V1F"	"ATPase H+ transporting V1 subunit F"
"7997810"	"0.78771"	"3.00e-01"	"1.3504"	"CTU2"	"cytosolic thiouridylase subunit 2"
"7895154"	"0.78771"	"3.00e-01"	"1.3504"	""	""
"7918517"	"0.78783"	"3.00e-01"	"1.3502"	"WDR77"	"WD repeat domain 77"
"8040630"	"0.78789"	"3.00e-01"	"1.3501"	""	""
"7998679"	"0.78789"	"3.00e-01"	"1.35"	"ZNF598"	"zinc finger protein 598"
"8150785"	"0.78793"	"3.00e-01"	"1.3499"	"OPRK1"	"opioid receptor kappa 1"
"8162147"	"0.78793"	"3.00e-01"	"1.3498"	"ZCCHC6"	"zinc finger CCHC-type containing 6"
"7896756"	"0.78804"	"3.00e-01"	"1.3496"	"FAM87B///FAM87A"	"family with sequence similarity 87 member B///family with sequence similarity 87 member A"
"8080162"	"0.78804"	"3.00e-01"	"1.3495"	"ABHD14A"	"abhydrolase domain containing 14A"
"7925550"	"0.78804"	"3.00e-01"	"1.3495"	"ADSS"	"adenylosuccinate synthase"
"7956878"	"0.78805"	"3.00e-01"	"1.3494"	"IRAK3"	"interleukin 1 receptor associated kinase 3"
"7984190"	"0.78807"	"3.00e-01"	"1.3493"	"TRIP4"	"thyroid hormone receptor interactor 4"
"7947512"	"0.78807"	"3.00e-01"	"1.3493"	"PAMR1"	"peptidase domain containing associated with muscle regeneration 1"
"7895958"	"0.78821"	"3.00e-01"	"1.3489"	""	""
"8004175"	"0.78821"	"3.00e-01"	"1.3489"	"TXNDC17///TXNDC17"	"thioredoxin domain containing 17///thioredoxin domain containing 17"
"8025450"	"0.78821"	"3.00e-01"	"1.3489"	"OR2Z1"	"olfactory receptor family 2 subfamily Z member 1"
"8142540"	"0.78821"	"3.00e-01"	"1.3488"	"FAM3C"	"family with sequence similarity 3 member C"
"7895986"	"0.78831"	"3.00e-01"	"1.3487"	""	""
"7947915"	"0.78841"	"3.00e-01"	"1.3485"	""	""
"8005153"	"0.78847"	"3.00e-01"	"1.3484"	""	""
"8061165"	"0.78859"	"3.00e-01"	"1.3482"	""	""
"8175444"	"0.78866"	"3.00e-01"	"1.3479"	"FGF13"	"fibroblast growth factor 13"
"8070863"	"0.78866"	"3.00e-01"	"1.3478"	"SSR4P1"	"signal sequence receptor subunit 4 pseudogene 1"
"7895309"	"0.78866"	"3.00e-01"	"1.3478"	""	""
"7894478"	"0.78866"	"3.00e-01"	"1.3478"	""	""
"8003171"	"0.78866"	"3.01e-01"	"1.3475"	"COTL1"	"coactosin like F-actin binding protein 1"
"8122807"	"0.78866"	"3.01e-01"	"1.3475"	"AKAP12"	"A-kinase anchoring protein 12"
"8011188"	"0.78866"	"3.01e-01"	"1.3474"	"TLCD2"	"TLC domain containing 2"
"8043861"	"0.78866"	"3.01e-01"	"1.3474"	"EIF5B"	"eukaryotic translation initiation factor 5B"
"8016086"	"0.78866"	"3.01e-01"	"1.3474"	""	""
"7894994"	"0.78866"	"3.01e-01"	"1.3473"	""	""
"8116579"	"0.78866"	"3.01e-01"	"1.3471"	"FOXQ1"	"forkhead box Q1"
"7978329"	"0.78866"	"3.01e-01"	"1.347"	""	""
"8148941"	"0.78866"	"3.01e-01"	"1.347"	"ZNF7"	"zinc finger protein 7"
"8035083"	"0.78866"	"3.01e-01"	"1.3469"	"CYP4F2"	"cytochrome P450 family 4 subfamily F member 2"
"8047228"	"0.78866"	"3.01e-01"	"1.3469"	"HSPE1-MOB4///MOB4"	"HSPE1-MOB4 readthrough///MOB family member 4, phocein"
"8068522"	"0.78866"	"3.01e-01"	"1.3469"	"TTC3"	"tetratricopeptide repeat domain 3"
"8138442"	"0.78866"	"3.01e-01"	"1.3468"	"TWIST1"	"twist family bHLH transcription factor 1"
"7954061"	"0.78866"	"3.01e-01"	"1.3468"	""	""
"7946221"	"0.78866"	"3.01e-01"	"1.3468"	"TAF10"	"TATA-box binding protein associated factor 10"
"8053998"	"0.78866"	"3.01e-01"	"1.3467"	"ANKRD39"	"ankyrin repeat domain 39"
"8132415"	"0.78866"	"3.01e-01"	"1.3467"	""	""
"8044462"	"0.78866"	"3.01e-01"	"1.3466"	"TTL"	"tubulin tyrosine ligase"
"8021208"	"0.78866"	"3.01e-01"	"1.3465"	"ME2"	"malic enzyme 2"
"8162179"	"0.78866"	"3.01e-01"	"1.3464"	"GAS1"	"growth arrest specific 1"
"7951246"	"0.78866"	"3.01e-01"	"1.3464"	"MMP8"	"matrix metallopeptidase 8"
"8147479"	"0.78866"	"3.01e-01"	"1.3463"	""	""
"8053737"	"0.78866"	"3.01e-01"	"1.3463"	"LOC102725104///LOC101059935///ANKRD20A8P"	"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A8, pseudogene"
"8017186"	"0.78872"	"3.01e-01"	"1.3462"	"HEATR6"	"HEAT repeat containing 6"
"7956417"	"0.78887"	"3.01e-01"	"1.3458"	""	""
"8062347"	"0.78887"	"3.01e-01"	"1.3458"	"LOC100288869"	"uncharacterized LOC100288869"
"7954511"	"0.78887"	"3.01e-01"	"1.3457"	"STK38L"	"serine/threonine kinase 38 like"
"8116620"	"0.78887"	"3.01e-01"	"1.3457"	""	""
"7960553"	"0.78888"	"3.01e-01"	"1.3457"	"MRPL51///SPTLC1"	"mitochondrial ribosomal protein L51///serine palmitoyltransferase long chain base subunit 1"
"7927071"	"0.78897"	"3.01e-01"	"1.3455"	"ZNF37A"	"zinc finger protein 37A"
"7945999"	"0.78897"	"3.01e-01"	"1.3454"	"OR51F1"	"olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)"
"8056151"	"0.78897"	"3.01e-01"	"1.3452"	"PLA2R1"	"phospholipase A2 receptor 1"
"7983523"	"0.78897"	"3.01e-01"	"1.3451"	""	""
"8005687"	"0.78897"	"3.01e-01"	"1.3451"	"FAM106CP///FAM106A"	"family with sequence similarity 106 member C, pseudogene///family with sequence similarity 106 member A"
"8021832"	"0.78897"	"3.01e-01"	"1.345"	"ATP9B"	"ATPase phospholipid transporting 9B (putative)"
"8146756"	"0.78897"	"3.01e-01"	"1.345"	"CSPP1"	"centrosome and spindle pole associated protein 1"
"7973056"	"0.78897"	"3.01e-01"	"1.345"	"APEX1"	"apurinic/apyrimidinic endodeoxyribonuclease 1"
"8036908"	"0.78903"	"3.02e-01"	"1.3449"	"SERTAD3"	"SERTA domain containing 3"
"7989617"	"0.78903"	"3.02e-01"	"1.3447"	""	""
"8051949"	"0.78903"	"3.02e-01"	"1.3446"	"SIX2"	"SIX homeobox 2"
"7908147"	"0.78903"	"3.02e-01"	"1.3446"	"TSEN15"	"tRNA splicing endonuclease subunit 15"
"8177700"	"0.78903"	"3.02e-01"	"1.3446"	"OR12D2"	"olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)"
"8089647"	"0.78908"	"3.02e-01"	"1.3445"	"USF3"	"upstream transcription factor family member 3"
"8035600"	"0.78925"	"3.02e-01"	"1.3442"	"TMEM161A"	"transmembrane protein 161A"
"8142230"	"0.78925"	"3.02e-01"	"1.3442"	""	""
"8099121"	"0.78933"	"3.02e-01"	"1.344"	"STX18"	"syntaxin 18"
"8071390"	"0.78933"	"3.02e-01"	"1.344"	""	""
"8166876"	"0.78989"	"3.02e-01"	"1.3432"	"DDX3X"	"DEAD-box helicase 3, X-linked"
"8099253"	"0.78989"	"3.02e-01"	"1.3432"	""	""
"7893874"	"0.78993"	"3.02e-01"	"1.3431"	""	""
"8015152"	"0.79"	"3.02e-01"	"1.343"	"KRT40"	"keratin 40"
"7896261"	"0.79008"	"3.02e-01"	"1.3427"	""	""
"7954589"	"0.79008"	"3.02e-01"	"1.3427"	"REP15"	"RAB15 effector protein"
"8047555"	"0.79008"	"3.02e-01"	"1.3425"	""	""
"7895003"	"0.79008"	"3.02e-01"	"1.3425"	""	""
"8035958"	"0.79008"	"3.02e-01"	"1.3423"	"CEP89"	"centrosomal protein 89"
"7896132"	"0.79008"	"3.03e-01"	"1.342"	""	""
"8009145"	"0.79008"	"3.03e-01"	"1.342"	"KCNH6"	"potassium voltage-gated channel subfamily H member 6"
"8005978"	"0.79008"	"3.03e-01"	"1.3419"	"TRAF4"	"TNF receptor associated factor 4"
"7965110"	"0.79008"	"3.03e-01"	"1.3418"	""	""
"8144705"	"0.79008"	"3.03e-01"	"1.3418"	"KIAA1456"	"KIAA1456"
"7900001"	"0.79008"	"3.03e-01"	"1.3418"	"TFAP2E"	"transcription factor AP-2 epsilon"
"7896047"	"0.79008"	"3.03e-01"	"1.3418"	""	""
"8089873"	"0.79008"	"3.03e-01"	"1.3417"	""	""
"8121911"	"0.79008"	"3.03e-01"	"1.3416"	"CENPW"	"centromere protein W"
"7979982"	"0.79008"	"3.03e-01"	"1.3415"	""	""
"7948131"	"0.79008"	"3.03e-01"	"1.3414"	"OR5M9"	"olfactory receptor family 5 subfamily M member 9"
"7953592"	"0.79008"	"3.03e-01"	"1.3413"	"MIR141"	"microRNA 141"
"8007176"	"0.79008"	"3.03e-01"	"1.3413"	"TTC25"	"tetratricopeptide repeat domain 25"
"8112767"	"0.79008"	"3.03e-01"	"1.3412"	"TBCA"	"tubulin folding cofactor A"
"8132250"	"0.79008"	"3.03e-01"	"1.3411"	"BMPER"	"BMP binding endothelial regulator"
"7926059"	"0.79008"	"3.03e-01"	"1.3411"	""	""
"8164810"	"0.79008"	"3.03e-01"	"1.3411"	"RALGDS"	"ral guanine nucleotide dissociation stimulator"
"7899073"	"0.79008"	"3.03e-01"	"1.3411"	""	""
"8164653"	"0.79008"	"3.03e-01"	"1.341"	"UCK1"	"uridine-cytidine kinase 1"
"8045537"	"0.79008"	"3.03e-01"	"1.341"	""	""
"8118669"	"0.79008"	"3.03e-01"	"1.3407"	"KIFC1"	"kinesin family member C1"
"8041508"	"0.79008"	"3.03e-01"	"1.3406"	"QPCT"	"glutaminyl-peptide cyclotransferase"
"7946340"	"0.79008"	"3.03e-01"	"1.3406"	"RIC3"	"RIC3 acetylcholine receptor chaperone"
"8174271"	"0.79008"	"3.03e-01"	"1.3406"	"RAB9B"	"RAB9B, member RAS oncogene family"
"7902474"	"0.79008"	"3.03e-01"	"1.3406"	""	""
"8036676"	"0.79008"	"3.03e-01"	"1.3405"	"FBXO17"	"F-box protein 17"
"8107005"	"0.79008"	"3.03e-01"	"1.3405"	"CAST"	"calpastatin"
"8026915"	"0.79008"	"3.03e-01"	"1.3405"	"ARRDC2"	"arrestin domain containing 2"
"8002470"	"0.79008"	"3.03e-01"	"1.3403"	"HYDIN2///HYDIN"	"HYDIN2, axonemal central pair apparatus protein (pseudogene)///HYDIN, axonemal central pair apparatus protein"
"8082797"	"0.79008"	"3.03e-01"	"1.3403"	"TF"	"transferrin"
"7922353"	"0.79008"	"3.03e-01"	"1.3402"	"SLC9C2"	"solute carrier family 9 member C2 (putative)"
"8107977"	"0.79008"	"3.03e-01"	"1.3402"	"IL4"	"interleukin 4"
"8157777"	"0.79008"	"3.03e-01"	"1.3401"	"ADGRD2"	"adhesion G protein-coupled receptor D2"
"7983413"	"0.79008"	"3.03e-01"	"1.3401"	"DUOX1"	"dual oxidase 1"
"7895740"	"0.79008"	"3.03e-01"	"1.34"	""	""
"8156024"	"0.79008"	"3.03e-01"	"1.3398"	""	""
"7976037"	"0.79008"	"3.03e-01"	"1.3397"	"TSHR///TSHR"	"thyroid stimulating hormone receptor///thyroid stimulating hormone receptor"
"7921955"	"0.79008"	"3.03e-01"	"1.3397"	"RXRG"	"retinoid X receptor gamma"
"8007594"	"0.79008"	"3.03e-01"	"1.3396"	"TMUB2"	"transmembrane and ubiquitin like domain containing 2"
"8013473"	"0.79008"	"3.03e-01"	"1.3395"	"KRT17P5"	"keratin 17 pseudogene 5"
"7894345"	"0.79008"	"3.04e-01"	"1.3391"	""	""
"7960850"	"0.79008"	"3.04e-01"	"1.3391"	"SLC2A14"	"solute carrier family 2 member 14"
"7893858"	"0.79008"	"3.04e-01"	"1.3391"	""	""
"8103867"	"0.79008"	"3.04e-01"	"1.3391"	"WWC2-AS2"	"WWC2 antisense RNA 2"
"7892581"	"0.79008"	"3.04e-01"	"1.339"	""	""
"7960666"	"0.79008"	"3.04e-01"	"1.339"	"ZNF384"	"zinc finger protein 384"
"7917649"	"0.79008"	"3.04e-01"	"1.339"	"TGFBR3"	"transforming growth factor beta receptor 3"
"7917180"	"0.79008"	"3.04e-01"	"1.3389"	""	""
"7960359"	"0.79008"	"3.04e-01"	"1.3388"	""	""
"7940561"	"0.79008"	"3.04e-01"	"1.3387"	"FEN1"	"flap structure-specific endonuclease 1"
"7964937"	"0.79008"	"3.04e-01"	"1.3387"	"ZFC3H1"	"zinc finger C3H1-type containing"
"8066393"	"0.79008"	"3.04e-01"	"1.3387"	"JPH2"	"junctophilin 2"
"8151191"	"0.79008"	"3.04e-01"	"1.3386"	"CPA6"	"carboxypeptidase A6"
"8012918"	"0.79008"	"3.04e-01"	"1.3385"	"TVP23C-CDRT4///CDRT4"	"TVP23C-CDRT4 readthrough///CMT1A duplicated region transcript 4"
"7924085"	"0.79008"	"3.04e-01"	"1.3385"	"RD3"	"retinal degeneration 3"
"7926354"	"0.79008"	"3.04e-01"	"1.3385"	""	""
"7947815"	"0.79008"	"3.04e-01"	"1.3384"	"ACP2"	"acid phosphatase 2, lysosomal"
"8054769"	"0.79008"	"3.04e-01"	"1.3383"	"PS1TP4///SLC35F5"	"HBV preS1-transactivated protein 4///solute carrier family 35 member F5"
"8116500"	"0.79008"	"3.04e-01"	"1.3383"	"OR2V1"	"olfactory receptor family 2 subfamily V member 1"
"8030721"	"0.79008"	"3.04e-01"	"1.3382"	"CLEC11A"	"C-type lectin domain family 11 member A"
"8008598"	"0.79008"	"3.04e-01"	"1.3382"	"PCTP"	"phosphatidylcholine transfer protein"
"7972981"	"0.79008"	"3.04e-01"	"1.3382"	"OR11H12///OR11H1"	"olfactory receptor family 11 subfamily H member 12///olfactory receptor family 11 subfamily H member 1"
"7925419"	"0.79008"	"3.04e-01"	"1.3381"	"ZP4"	"zona pellucida glycoprotein 4"
"8003478"	"0.79008"	"3.04e-01"	"1.3381"	"SPATA2L"	"spermatogenesis associated 2 like"
"8074194"	"0.79008"	"3.04e-01"	"1.3381"	"OR11H12///OR11H1"	"olfactory receptor family 11 subfamily H member 12///olfactory receptor family 11 subfamily H member 1"
"8141466"	"0.79008"	"3.04e-01"	"1.338"	"GPC2"	"glypican 2"
"8151707"	"0.79008"	"3.04e-01"	"1.3379"	""	""
"8168366"	"0.79008"	"3.04e-01"	"1.3379"	"PIN4"	"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
"8149271"	"0.79008"	"3.04e-01"	"1.3376"	""	""
"8117343"	"0.79008"	"3.04e-01"	"1.3376"	"HFE"	"hemochromatosis"
"7892889"	"0.79008"	"3.04e-01"	"1.3376"	""	""
"8123876"	"0.79008"	"3.04e-01"	"1.3376"	"LINC00518"	"long intergenic non-protein coding RNA 518"
"8051372"	"0.79008"	"3.04e-01"	"1.3375"	"MEMO1"	"mediator of cell motility 1"
"7991034"	"0.79008"	"3.04e-01"	"1.3375"	"HOMER2"	"homer scaffolding protein 2"
"7961413"	"0.79008"	"3.04e-01"	"1.3373"	"LINC01559"	"long intergenic non-protein coding RNA 1559"
"8066579"	"0.79008"	"3.04e-01"	"1.3372"	"WFDC3"	"WAP four-disulfide core domain 3"
"7969879"	"0.79008"	"3.04e-01"	"1.3371"	""	""
"8142345"	"0.79008"	"3.04e-01"	"1.3371"	"DOCK4"	"dedicator of cytokinesis 4"
"8144621"	"0.79008"	"3.04e-01"	"1.3371"	"FAM167A-AS1"	"FAM167A antisense RNA 1"
"8166805"	"0.79008"	"3.04e-01"	"1.3371"	"ATP6AP2"	"ATPase H+ transporting accessory protein 2"
"7894429"	"0.79008"	"3.04e-01"	"1.337"	""	""
"7892761"	"0.79008"	"3.04e-01"	"1.337"	""	""
"7895494"	"0.79008"	"3.04e-01"	"1.337"	""	""
"8028963"	"0.79008"	"3.04e-01"	"1.3369"	"CYP2B6"	"cytochrome P450 family 2 subfamily B member 6"
"7895044"	"0.79008"	"3.04e-01"	"1.3369"	""	""
"8136932"	"0.79032"	"3.04e-01"	"1.3366"	""	""
"8024816"	"0.79033"	"3.05e-01"	"1.3365"	"FSD1"	"fibronectin type III and SPRY domain containing 1"
"8110982"	"0.79039"	"3.05e-01"	"1.3364"	"DAP"	"death associated protein"
"8066739"	"0.79042"	"3.05e-01"	"1.3363"	"ZNF663P"	"zinc finger protein 663, pseudogene"
"8038393"	"0.79052"	"3.05e-01"	"1.3361"	"MIR150"	"microRNA 150"
"8072411"	"0.79069"	"3.05e-01"	"1.3359"	""	""
"8002711"	"0.7907"	"3.05e-01"	"1.3358"	""	""
"7943413"	"0.79097"	"3.05e-01"	"1.3354"	"BIRC3"	"baculoviral IAP repeat containing 3"
"8148512"	"0.79113"	"3.05e-01"	"1.3352"	"FP248"	"Putative chemokine-related protein FP248"
"8080987"	"0.79113"	"3.05e-01"	"1.3351"	"HSP90AB5P"	"heat shock protein 90 alpha family class B member 5, pseudogene"
"7998978"	"0.79115"	"3.05e-01"	"1.335"	"ZNF597"	"zinc finger protein 597"
"8052719"	"0.79119"	"3.05e-01"	"1.3349"	""	""
"7944042"	"0.79129"	"3.05e-01"	"1.3347"	"PAFAH1B2"	"platelet activating factor acetylhydrolase 1b catalytic subunit 2"
"8050507"	"0.7913"	"3.05e-01"	"1.3346"	"WDR35"	"WD repeat domain 35"
"7986530"	"0.7913"	"3.05e-01"	"1.3346"	"OR4F6"	"olfactory receptor family 4 subfamily F member 6"
"7893069"	"0.7913"	"3.05e-01"	"1.3345"	""	""
"8114111"	"0.7913"	"3.05e-01"	"1.3344"	""	""
"7983826"	"0.7913"	"3.05e-01"	"1.3344"	""	""
"7942489"	"0.7913"	"3.05e-01"	"1.3343"	"DNAJB13"	"DnaJ heat shock protein family (Hsp40) member B13"
"8177222"	"0.7913"	"3.05e-01"	"1.3342"	"CD24"	"CD24 molecule"
"7917944"	"0.7913"	"3.05e-01"	"1.3342"	"MIR137///MIR137HG"	"microRNA 137///MIR137 host gene"
"8112613"	"0.79135"	"3.05e-01"	"1.3341"	""	""
"7953418"	"0.79135"	"3.05e-01"	"1.334"	"LAG3"	"lymphocyte activating 3"
"8159379"	"0.79135"	"3.05e-01"	"1.334"	"TMEM141"	"transmembrane protein 141"
"8018906"	"0.7914"	"3.05e-01"	"1.3338"	""	""
